state,date,positive cases,negative cases
Washington DC,4/7/20,1211,0
Washington DC,4/8/20,1440,0
Washington DC,4/9/20,1523,0
Washington DC,5/1/20,4658,0
Washington DC,5/10/20,6272,0
Washington DC,5/11/20,6389,0
Washington DC,5/12/20,6485,0
Washington DC,5/13/20,6584,0
Washington DC,5/14/20,6736,0
Washington DC,5/15/20,6871,0
Washington DC,5/16/20,7042,0
Washington DC,5/17/20,7123,0
Washington DC,5/18/20,7270,0
Washington DC,5/19/20,7434,0
Washington DC,5/2/20,4797,0
Washington DC,5/20/20,7551,0
Washington DC,5/21/20,7788,0
Washington DC,5/22/20,7893,0
Washington DC,5/23/20,7966,0
Washington DC,5/24/20,7966,0
Washington DC,5/25/20,8225,0
Washington DC,5/26/20,8334,0
Washington DC,5/27/20,8406,0
Washington DC,5/28/20,8492,0
Washington DC,5/29/20,8538,0
Washington DC,5/3/20,5016,0
Washington DC,5/30/20,8717,0
Washington DC,5/31/20,8801,0
Washington DC,5/4/20,5170,0
Washington DC,5/5/20,5322,0
Washington DC,5/6/20,5461,0
Washington DC,5/7/20,5654,0
Washington DC,5/8/20,5899,0
Washington DC,5/9/20,6102,0
Washington DC,6/1/20,8857,0
Washington DC,6/10/20,9537,0
Washington DC,6/11/20,9589,0
Washington DC,6/12/20,9654,0
Washington DC,6/13/20,9709,0
Washington DC,6/14/20,9767,0
Washington DC,6/15/20,9799,0
Washington DC,6/16/20,9818,0
Washington DC,6/17/20,9847,0
Washington DC,6/18/20,9903,0
Washington DC,6/19/20,9952,0
Washington DC,6/2/20,8886,0
Washington DC,6/20/20,9984,0
Washington DC,6/21/20,10020,0
Washington DC,6/22/20,10058,0
Washington DC,6/23/20,10094,0
Washington DC,6/24/20,10128,0
Washington DC,6/25/20,10159,0
Washington DC,6/26/20,10185,0
Washington DC,6/27/20,10216,0
Washington DC,6/28/20,10248,0
Washington DC,6/29/20,10292,0
Washington DC,6/3/20,9016,0
Washington DC,6/30/20,10327,0
Washington DC,6/4/20,9120,0
Washington DC,6/5/20,9199,0
Washington DC,6/6/20,9269,0
Washington DC,6/7/20,9332,0
Washington DC,6/8/20,9389,0
Washington DC,6/9/20,9474,0
Washington DC,7/1/20,10365,0
Washington DC,7/10/20,10743,0
Washington DC,7/11/20,10801,0
Washington DC,7/12/20,10847,0
Washington DC,7/13/20,10906,0
Washington DC,7/14/20,10946,0
Washington DC,7/15/20,11026,0
Washington DC,7/16/20,11076,0
Washington DC,7/17/20,11115,0
Washington DC,7/18/20,11194,0
Washington DC,7/19/20,11261,0
Washington DC,7/2/20,10390,0
Washington DC,7/20/20,11339,0
Washington DC,7/21/20,11427,0
Washington DC,7/22/20,11529,0
Washington DC,7/23/20,11571,0
Washington DC,7/24/20,11649,0
Washington DC,7/25/20,11717,0
Washington DC,7/26/20,11780,0
Washington DC,7/27/20,11858,0
Washington DC,7/28/20,11945,0
Washington DC,7/29/20,11999,0
Washington DC,7/3/20,10435,0
Washington DC,7/30/20,12057,0
Washington DC,7/31/20,12126,0
Washington DC,7/4/20,10447,0
Washington DC,7/5/20,10482,0
Washington DC,7/6/20,10515,0
Washington DC,7/7/20,10569,0
Washington DC,7/8/20,10642,0
Washington DC,7/9/20,10679,0
Washington DC,8/1/20,12205,0
Washington DC,8/10/20,12807,0
Washington DC,8/11/20,12896,0
Washington DC,8/12/20,12959,0
Washington DC,8/13/20,13024,0
Washington DC,8/14/20,13118,0
Washington DC,8/15/20,13159,0
Washington DC,8/16/20,13220,0
Washington DC,8/17/20,13273,0
Washington DC,8/18/20,13325,0
Washington DC,8/19/20,13354,0
Washington DC,8/2/20,12274,0
Washington DC,8/20/20,13409,0
Washington DC,8/21/20,13469,0
Washington DC,8/22/20,13534,0
Washington DC,8/23/20,13590,0
Washington DC,8/24/20,13639,0
Washington DC,8/25/20,13684,0
Washington DC,8/26/20,13722,0
Washington DC,8/27/20,13794,0
Washington DC,8/28/20,13851,0
Washington DC,8/29/20,13925,0
Washington DC,8/3/20,12313,0
Washington DC,8/30/20,13959,0
Washington DC,8/31/20,13992,0
Washington DC,8/4/20,12398,0
Washington DC,8/5/20,12443,0
Washington DC,8/6/20,12518,0
Washington DC,8/7/20,12589,0
Washington DC,8/8/20,12653,0
Washington DC,8/9/20,12753,0
Washington DC,9/1/20,14049,0
Washington DC,9/10/20,14412,0
Washington DC,9/11/20,14493,0
Washington DC,9/12/20,14552,0
Washington DC,9/13/20,14592,0
Washington DC,9/14/20,14622,0
Washington DC,9/15/20,14687,0
Washington DC,9/16/20,14743,0
Washington DC,9/17/20,14790,0
Washington DC,9/18/20,14852,0
Washington DC,9/19/20,14902,0
Washington DC,9/2/20,14077,0
Washington DC,9/20/20,14955,0
Washington DC,9/21/20,14978,0
Washington DC,9/22/20,15021,0
Washington DC,9/23/20,15050,0
Washington DC,9/24/20,15106,0
Washington DC,9/25/20,15163,0
Washington DC,9/26/20,15215,0
Washington DC,9/27/20,15250,0
Washington DC,9/28/20,15264,0
Washington DC,9/29/20,15300,0
Washington DC,9/3/20,14135,0
Washington DC,9/30/20,15326,0
Washington DC,9/4/20,14186,0
Washington DC,9/5/20,14238,0
Washington DC,9/6/20,14279,0
Washington DC,9/7/20,14315,0
Washington DC,9/8/20,14362,0
Washington DC,9/9/20,14387,0
